主類別(L1),次類別(L2),key,細項(L3),細項(L3) EN,細節(L4),細節(L4) EN,風險,修復難易度,Level 2 Score,Level 1 Score,Level 0 Score,OPEN API,ISO,GDPR,PCI DSS,NIST CSF,詳細情況,詳細情況 EN,修復,修復 EN,更多資訊
web,certificate,cert_lib_weak_key,憑證簽章使用不安全的加密套件,Certificate uses Weak Ciphers,使用長度不足的加密金鑰,Short Encryption Key,L,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing  (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected","檢測到您的憑證使用長度不足的加密金鑰。依據美國國家標準技術研究所（NIST），建議使用的最小金鑰長度如下：
• ECC（ECDSA、EdDSA、DH）：224 位元
• RSA、DSA、DH：2048 位元
• AES：128 ","We detected that your certifice uses short encryption keys. As suggested by NIST, the minimum key length for each cipher should be:
• ECC (ECDSA, EdDSA, DH): 224 bytes
• RSA, DSA, DH: 2048 bytes
• AES: 128 bytes","為避免此風險，建議參照以下準則：
•請在伺服器設定中使用適當長度的強加密套件。
    - Windows IIS server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Apache server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers","To mitigate this vulnerability, we suggest the following:
• Configure your web server to use strong ciphersuites with sufficient key lengths. For configuration references, check:
    - Windows IIS server: https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites?redirectedfrom=MSDN
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html
    - Nginx server: https://beaglesecurity.com/blog/article/nginx-server-security.html
• Also check: https://ssl-config.mozilla.org/#server=nginx&version=1.17.7&config=intermediate&openssl=1.1.1d&guideline=5.7",
web,certificate,cert_lib_wrong_key,憑證簽章使用不安全的加密套件,Certificate uses Weak Ciphers,錯誤使用加密金鑰,Incorrect Key Usage,L,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing  (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證錯誤使用加密金鑰。金鑰用法擴充（key usage extensions）定義憑證中公開金鑰的用途，分類包含：數位簽章、金鑰加密、資料加密、金鑰協定、憑證簽署等等。DSA 與 ECDSA 應用於數位簽章，DH 與 ECDH 應用於金鑰協定，RSA 應用於金鑰加密。更多資訊請參照：https://help.hcltechsw.com/domino/11.0.1/zh_TW/admin/conf_keyusageextensionsandextendedkeyusage_r.html,"We detected that the key usage of your certificate is incorrect. The key usage extension defines the purpose or mode of operation of the public key contained in the certificate. Available extensions include digital signature, key encipherment, data encipherment, key agreeement, certificate signing etc. Different ciphers are applied according to usage. For example, DSA and ECDSA are used in digital signatures, DH and ECDH are adopted in key agreement, and RSA is primarily applied to key encipherment. For more details, refer to:  https://help.hcltechsw.com/domino/11.0.1/zh_TW/admin/conf_keyusageextensionsandextendedkeyusage_r.html","為避免此風險，建議參照以下準則：
•請聯繫您的 CA 更新憑證。","To mitigate this vulnerability, we suggest the following:
• Contact your CA to modify and update your certificate.",
web,certificate,cert_chain,憑證信任鏈,Certificate Chain of Trust,,,L,M,1.61,1.18,0.68,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",,,,,
web,certificate,cert_chain_ca,憑證信任鏈,Certificate Chain of Trust,合法的 CA 簽署,Trusted CA,L,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證未由合法的 CA 簽署。自行簽署的憑證不安全且可能被客戶的瀏覽器回絕或阻擋。,We detected that your certificate was not signed by a valid CA. A  self-signed certificate is dangerous and will be blocked or rejected by the client's browser.,"為避免此風險，建議參照以下準則：
•請聯繫您的 CA 並使用簽署過的憑證。","To mitigate this vulnerability, we suggest the following:
• Contact your CA to obtain a signed certificate.",
web,certificate,cert_chain_host,憑證信任鏈,Certificate Chain of Trust,主機名稱驗證,Server Name Indication (SNI),L,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證未通過主機名稱驗證。此項目檢測您的網域或主機名稱是否符合憑證上簽署的伺服器名稱或是憑證主旨別名。,We detected that your certificate did not pass the Server Name Indication (SNI) validation test. Please ensure tha the domain name or hostname matches that indicated on the certificate.,"為避免此風險，建議參照以下準則：
•請確認您的網域或主機名稱符合憑證上簽署的伺服器名稱或是憑證主旨別名。","To mitigate this vulnerability, we suggest the following:
• Ensure that your domain name or hostname matches the issuee's name or SAN on the certificate. Contact your CA if necessary.",
web,certificate,cert_chain_validate,憑證信任鏈,Certificate Chain of Trust,憑證信任鏈驗證,Chain Validation,L,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證未通過憑證信任鏈驗證。信任鏈，或稱數位憑證鏈，是一連串的數位憑證，由根憑證為起點透過層層信任，使終端實體憑證的持有者可以獲得轉授的信任，以證明身分。伺服器除了應提供自己的終端憑證外，也應附上中繼憑證以供查驗。,"We detected that your certificate did not pass chain validation. A digital chain of trust is a hierarchy of linked signed certificates with the trust anchor being the root Certificate Authority (CA). Each layer validates the next link in the chain, and thus validity is delegated to the end entity is all intermediaries are trustworthy. A server must supply its certificate and all intermediate certificates for validation.","為避免此風險，建議參照以下準則：
•若您的憑證不合法、已過期、或是被撤銷而失效，請聯繫您的 CA 求助。","To mitigate this vulnerability, we suggest the following:
• If  your certificate is self-signed, expired, revoked, or otherwise invalid, contact your CA for assistance..",
web,certificate,cert_expired,憑證過期,Certificate Expired,,,M,M,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證已過期。自 2020 年 9 月起，所有憑證的有效期限應小於 13 個月。憑證須於過期前更新以延長效期。,"We detected that your certificate has been expired. Starting September 2020, the validity period of certificates must not exceed 13 months. Contact your CA to renew your certificate before It expires.","為避免此風險，建議參照以下準則：
•請聯繫您的 CA 更新憑證。","To mitigate this vulnerability, we suggest the following:
• Contact your CA to renew your certificate.",
web,certificate,cert_too_long,憑證效期過長,Certificate Validity Period Too Long,,,L,M,1.61,1.18,0.68,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證效期過長。不應有任何憑證效期逾 5 年。自 2018 年 3 月起，所有憑證的有效期限應小於 27 個月。自 2020 年 9 月起，所有憑證的有效期限應小於 13 個月。,"We detected that the validaity period of your certificate is too long. Certificates must not have a validity period exceeding 5 years. Starting March 2019, the validity period is limited to 27 months and further reduced to 13 months after September 2020.","為避免此風險，建議參照以下準則：
•請聯繫您的 CA 更新憑證。","To mitigate this vulnerability, we suggest the following:
• Contact your CA to renew your certificate.",
web,certificate,cert_revoke,憑證撤銷機制未設定完整,Certificate Revocation Misconfiguration,,,M,M,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing (Art.33 Notification of a personal data breach to the supervisory authority)","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected","目前有兩種檢測憑證是否已被撤銷的方式：憑證撤銷列表（CRL）與線上憑證狀態協議（ OCSP）。
CRL 由 CA 發行，紀錄這個 CA 所發行的憑證中哪些效期未過但已被撤銷。此黑名單會被客戶端用來判斷憑證是否有效且可信任。
OCSP 是一個提供動態查詢憑證狀態的協議，能讓客戶端驗證憑證時根據憑證序號到憑證上所記錄的 OCSP URI 查詢狀態，確保憑證可被信任。相較於 CRL，OCSP 更節省網路與客戶端運算資源。","There are currently two alternative mechanisms to implement certificate revocation: Certificate Revocation List (CRL) and Online Certificate Status Protocol (OCSP).
CRL is maintianed and published by CAs to record certificates that are still within their validity periods but have been revoked. Client side applications consult this list to determine the validity of certificates.
OCSP is similar to CRL, but instead of having the client download the entire list of revoked certificates, the client queries a public OCSP responder server and receives a response on the server's validity. This saves network and client resources compared to CRL.",,,
web,certificate,cert_revoke_crl,憑證撤銷機制未設定完整,Certificate Revocation Misconfiguration,CRL 撤銷,CRL Revocation,M,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證被列於憑證撤銷列表（CRL）上。,We detected that your certificate was listed on the Certificate Revocation List (CRL).,"為避免此風險，建議參照以下準則：
•請聯繫您的 CA 以檢查您的憑證為何被撤銷。可能的理由包含：造假或不正當發行之憑證、網域所有權更動、憑證金鑰洩漏等等。","To mitigate this vulnerability, we suggest the following:
• Contact your CA to identify why your certificate was revoked. Possible reasons include:  fraudulent or illegitimate certificates, changes in domain ownership, leaked certificate private keys etc.",
web,certificate,cert_revoke_ocsp,憑證撤銷機制未設定完整,Certificate Revocation Misconfiguration,OCSP 撤銷,OCSP Revocation,M,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證被 OCSP 服務列為撤銷狀態。 ,We detected that your certificate was listed on the Online Certificate Status Protocol (OCSP).,"為避免此風險，建議參照以下準則：
•請聯繫您的 CA 以檢查您的憑證為何被撤銷。可能的理由包含：造假或為正當發行之憑證、網域所有權更動、憑證金鑰洩漏等等。","To mitigate this vulnerability, we suggest the following:
• Contact your CA to identify why your certificate was revoked. Possible reasons include:  fraudulent or illegitimate certificates, changes in domain ownership, leaked certificate private keys etc.",
web,certificate,cert_revoke_validate,憑證撤銷機制未設定完整,Certificate Revocation Misconfiguration,憑證未提供撤銷驗證機制,No Revocation Mechanism,M,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證未提供 CRL 或 OCSP。 CRL 或 OCSP 為兩種檢查憑證是否被撤銷的方式，用於客戶端驗證伺服器是否可以信任，必須至少提供一種機制。,We detected that your certificate provides neither CRL nor OCSP. CRL and OCSP are two alternative certificate revocation mechanisms and at least one must be supported.,"為避免此風險，建議參照以下準則：
•請聯繫您的 CA 並要求在憑證上使用 CRL 或 OCSP。","To mitigate this vulnerability, we suggest the following:
• Contact your CA to enable CRL or OCSP.",
web,certificate,cert_revoke_ocsp_stapling,憑證撤銷機制未設定完整,Certificate Revocation Misconfiguration,使用 OCSP Stapling,OCSP Stapling,M,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證未使用 OCSP Stapling。OCSP 原本的機制為：客戶端拿到伺服器的憑證後，會再去向 OCSP Responder 查詢憑證狀態，因此 OSCP Responder 必須負擔很大的流量。為了改善這狀況，一個改良版本的做法是伺服器先向 OCSP Responder 查詢自己的 OSCP 結果，並在返還憑證時附上這個結果，即為 OCSP Stapling。,"We detected that your certificate does not support OCSP Stapling. In vanilla OCSP, the OSCP responder must handle heavy network load from incoming client requests, thus an enhanced feature, which instructed the server to obtain its own OCSP response beforehand and staple it to the certificate during the session handshake, emerged. This technique is known as OCSP Stapling.","為避免此風險，建議參照以下準則：
•請在伺服器設定中使用此加密套件。
    - Windows IIS server (TLS) 請參照 https://docs.microsoft.com/zh-tw/windows-server/security/tls/tls-registry-settings#enableocspstaplingforsni
    - Apache server 請參照 https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html#ocspstapling
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers 與 https://raymii.org/s/tutorials/Strong_SSL_Security_On_nginx.html#toc_6","To mitigate this vulnerability, we suggest the following:
• Configure your server to support OCSP stapling:
    - Windows IIS server: https://docs.microsoft.com/en-us/windows-server/security/tls/tls-registry-settings#enableocspstaplingforsni
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html#ocspstapling
    - Nginx server: https://raymii.org/s/tutorials/Strong_SSL_Security_On_nginx.html#toc_7",
web,certificate,cert_revoke_ocsp_must_staple,憑證撤銷機制未設定完整,Certificate Revocation Misconfiguration,標註 OCSP Must-Staple,OCSP Must-Staple,M,M,,,,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected","檢測到您的憑證未標註 OCSP Must-Staple。OCSP Must-Staple 為一種憑證擴充機制，指示客戶端應預期憑證附上 OSCP 結果來證明此憑證未被撤銷。伺服器必須啟用 OCSP Stapling 才能使用此擴充功能。
由於此機制較新，目前未設定雖不至於影響營運，但未來可能造成瀏覽器對您的網站的安全評分降低，因此建議設置。 ","We detected that your certificate is missing OCSP Must–Staple. OCSP Must–Staple is a certificate extension mechanism that instructs the client to expect a stapled OCSP result along the certificate or reject the certificate otherwise. This option enforces the OCSP certificate revocation mechanism, thus OCSP Stapling must be supported and enabled by the server.
OCSP Must-Staple is relatively new, so there is currently no detrimental effect without it. However, browsers’ security rating of your website may drop if this option is not enabled in the future. Hence, we recommend setting OSCP Must-Staple.","為避免此風險，建議參照以下準則：
•請聯繫您的 CA 並要求在憑證上使用 OCSP Must-Staple。","To mitigate this vulnerability, we suggest the following:
• Contact your CA to configure OCSP Must–Staple for your certificate.",
web,certificate,cert_resource_check,憑證授權機關資源記錄檢查,Missing CAA Record,,,M,M,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的憑證未設定憑證授權機關資源記錄檢查（CAA RR）。CAA RR 為一種授權某 CA 為某機構發行憑證的 DNS 紀錄，能確保只有授權的 CA 能為您發行憑證，防止任意 CA 擅自簽署您網域的憑證。,"We detected that your certificate is missing a Certificate Authority Authorization Resource Record (CAA Record). CAARRs are DNS records published by domain owners to explicitly specify allowed CAs to issue SSL certificates for their domains. Without CAARRs, any unauthorized CA may issue a certificate for your domain, which may allow adversaries to claim valid certificate to your domain.","為避免此風險，建議參照以下準則：
•請為您的網域設定 CAA Record。

設定方法請參照 
https://docs.digicert.com/manage-certificates/dns-caa-resource-record-check/ 以及 https://sslmate.com/caa/eord","To mitigate this vulnerability, we suggest the following:
• Publish CAA Records for your domain. 

Refer to these resources:
https://docs.digicert.com/manage–certificates/dns–caa–resource–record–check/
https://sslmate.com/caa/
https://docs.aws.amazon.com/acm/latest/userguide/setup-caa.html
",
web,certificate,cert_heartbleed,Heartbleed,Heartbleed,,,H,L,6.45,4.72,2.73,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器有 Heartbleed（CVE-2014-0160）漏洞。Heartbleed 是一個於2014年4月公佈的 OpenSSL 加密庫的漏洞，能允許駭客透過特殊封包讀取受害伺服器記憶體中的資料，進而竊聽且取機密資訊。OpenSSL 加密庫廣泛使用於 TLS 協議中，從 1.0.1 至 1.0.1f  皆有此問題。更多資訊請參照 https://heartbleed.com,"We detected that your server is vulnerable to the Heartbleed bug (CVE-2014-0160). The Heartbleed bug disclosed in April 2014 stems from an implementation error in the OpenSSL library and allows and attacker to leak memory from the victim server via a crafted packet. The out of bounds read may leak sensitive information such as session cookies, encryption keys, or other PII stored in memory. The vulnerable OpenSSL versions are 1.0.1 to 1.0.1f. For more information, check: https://heartbleed.com","為避免此風險，建議參照以下準則：
•請將您伺服器上的 OpenSSL 加密庫更新至最新版本。","To mitigate this vulnerability, we suggest the following:
• Upgrade the OpenSSL package on your server to the latest version.",
web,certificate,cert_ccs_injection,CCS Injection,CCS Injection,,,M,L,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected","檢測到您的伺服器有 CCS 注入漏洞（CVE-2014-0224）。CCS 注入漏洞是一個於2014年4月公佈的 OpenSSL 加密庫的漏洞，能允許駭客強迫使用 OpenSSL 加密庫的伺服器與客戶端使用較弱的加密套件，進而破解通訊內容、竊取機密資訊。受影響的版本包括：
• OpenSSL 1.0.1 至 1.0.1g
• OpenSSL 1.0.0 至 1.0.0l
• OpenSSL 0.9.8y 之前的所有版本
更多資訊請參照 http://ccsinjection.lepidum.co.jp","We detected that your server is vulnerable to the CCS Injection bug (CVE-2014-0224). The CCS Injection bug disclosed in April 2014 allows an attacker to decrypt intercepted data by forcing OpenSSL clients and servers to use weak keys for communication.
The vulnerable OpenSSL versions are:
• OpenSSL 1.0.1 to 1.0.1g
• OpenSSL 1.0.0 to 1.0.0l
• prior to OpenSSL 0.9.8y 
For more information, check: http://ccsinjection.lepidum.co.jp","為避免此風險，建議參照以下準則：
•請將您伺服器上的 OpenSSL 加密庫更新至最新版本。","To mitigate this vulnerability, we suggest the following:
• Upgrade the OpenSSL package on your server to the latest version.",
web,certificate,cert_ticketbleed,Ticketbleed,Ticketbleed,,,M,L,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected","檢測到您的伺服器有 Ticketbleed（CVE-2016-9244）漏洞。Ticketbleed 是在 F5 BIG-IP 產品中的漏洞，能允許駭客一次存取 31 位元的記憶體資訊。駭客經多次操作，可以洩漏金鑰內容或是其他機密資訊並破解對話。受影響的版本請參照此列表：https://support.f5.com/csp/article/K05121675
更多資訊請參照 https://filippo.io/ticketbleed/","We detected that your server is vulnerable to the Ticketbleed bug (CVE-2016-9244). The Ticketbleed bug is a vulnerability in F5 BIG-IP products which allow an attacker to extract 31 bytes from the memory. After repeated operations, an attacker may leak sensitive information such as session cookies, encryption keys, or other PII stored in memory. 
For a list of affected products,check: https://support.f5.com/csp/article/K05121675
For more information, check: https://filippo.io/ticketbleed/","為避免此風險，建議參照以下準則：
•您可以停用 TLS 會話記錄單來完全避免此漏洞。F5 提供的步驟如下：
1. 登錄到配置實用程序。
2. 在菜單上導航到本地流量 > 配置文件 > SSL > 客户端。
3. 將配置的選項從基本切換到高級。
4. 取消選中 Session Ticket 選項以禁用該功能。
5. 單擊更新以保存更改。","To mitigate this vulnerability, we suggest the following:
• You can disable TLS session tickets as a complete mitigation. The instructions are:
1. Log in to the Configuration utility
2. Navigate on the menu to Local Traffic > Profiles > SSL > Client
3. Toggle the option for Configuration from Basic to Advanced
4. Uncheck the Session Ticket option to disable the feature
5. Click Update to save the changes",
web,certificate,cert_robot,ROBOT,ROBOT,,,M,L,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器有 ROBOT（CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168）漏洞。ROBOT 是一個已存在 19 年的密碼學漏洞，發生於 SSL 在 RSA 加密金鑰時的實作錯誤。駭客可以利用此漏洞破解加密通訊並竊取機密資訊。更多資訊及受影響的產品請參照 https://robotattack.org,"We detected that your server is vulnerable to the ROBOT bug (CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168). The ROBOT bug stems from an implementation error in the RSA module, resulting in a weakness in the cryptography which allows an attacker to fully decrypt any communication using RSA. 
For more information, check: https://robotattack.org","為避免此風險，建議參照以下準則：
•若您使用列於 https://robotattack.org 中的產品，請儘速更新或是安裝補丁。請設定停用有用到 RSA 加密的套件（TLS_RSA 開頭），若有用到 DHE 或 ECDHE 的套件則不受影響。
    - Windows IIS server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Apache server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers
    - Nginx server 請參照 https://www.gss.com.tw/blog/set-https-connect-protocols-and-ciphers 與 https://raymii.org/s/tutorials/Strong_SSL_Security_On_nginx.html#toc_5","To mitigate this vulnerability, we suggest the following:
• If you use any of the products listed in https://robotattack.org, please update or install patches as soon as possible. Disable any ciphers using RSA (with names starting with TLS_RSA). Ciphers using DHE or ECDHE are unaffected.
    - Windows IIS server: https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites?redirectedfrom=MSDN
    - Apache server: https://httpd.apache.org/docs/trunk/ssl/ssl_howto.html
    - Nginx server: https://beaglesecurity.com/blog/article/nginx-server-security.html
• Also check: https://ssl-config.mozilla.org/#server=nginx&version=1.17.7&config=intermediate&openssl=1.1.1d&guideline=5.6",
web,certificate,cert_secure_renegotiation,Secure Renegotiation,Secure Renegotiation,,,M,L,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
5. Protect all systems against malware and regularly update antivirus software or programs
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器有不安全的重新協商漏洞（CVE-2009-3555）。由於SSL/TLS 協議設計不周，導致重新協商時使用的參數不受到當前會話的密碼學機制保障。因此，駭客可以利用中間人攻擊將惡意資料注入對話中，達成對話劫持攻擊、將 HTTPS 降級 HTTP、冒充受害者等目的。,"We detected that your server is vulnerable to the Secure Renegotiation bug (CVE-2009-3555). Due to insecure designs in SSL/TLS, when renegotiating sessions the exchanges key materials are unprotected and attackers may inject malicious data to hijack the session or impersonate the victim.","為避免此風險，建議參照以下準則：
•請更新您的 OpenSSL 加密庫至最新版本，並在伺服器上停用重新協商功能。
•安裝新的 TLS 擴充 renegatiation_info 來促使重新協商時，伺服器與客戶端會在交握過程加上先前對話的資訊。","To mitigate this vulnerability, we suggest the following:
• Upgrade the OpenSSL package on your server to the latest version.
• Disable the renegotiation feature on your server.
• Install the TLS extension renegotiation_info to protect the exchanged key material with cryptographic components from the previous communucation.",
web,certificate,cert_secure_client_renegotiation,Secure Client-Initiated Renegotiation,Secure Client-Initiated Renegotiation,,,M,L,3.23,2.36,1.37,,10.1 Cryptographic Controls,"Art.24 Responsibility of the controller
Art.25 Data protection by design and by default
Art.33 Security of processing","4. Encrypt transmission of cardholder data across open, public networks.
6. Develop and maintain secure systems and applications","PR.DS-2: Data-in- transit is protected
PR.DS-5: Protections against data leaks are implemented
PR.PT-4:
Communications and control networks are protected",檢測到您的伺服器使用客戶端發起安全的重新協商。此功能允許已連線的客戶端發起重新協商的請求來建立一筆新的 SSL 連線。此時，伺服器端為了運算出新的加密材料會消耗比客戶端更多的資源，因此駭客可以透過發起大量重新協商的請求來耗盡伺服器資源。受影響的 OpenSSL 加密庫版本為 0.9.8l、0.9.8m、1.x版本。 ,"We detected that your server uses Client-Initiated Renegotiation, which allows connected clients to request a negotiation for a new SSL session. The server exhausts significantly more computation resources during this operation, and an adversary may leverage this difference to launch as denial od service attack (DoS) and deplete the server of computation resources. 
The vulnerable OpenSSL versions are: 0.9.8l, 0.9.8m, and 1.x","為避免此風險，建議參照以下準則：
•請更新您的 OpenSSL 加密庫至最新版本，並在伺服器上停用重新協商功能或是限制系統接受重新協商請求的上限。","To mitigate this vulnerability, we suggest the following:
• Upgrade the OpenSSL package on your server to the latest version.
• Disable the renegotiation feature on your server or limit the number of renegotiation requests the system will accept.",
